Permalink,full_text,text,tokenized_text,nouns,nouns_adj,gensim_topics_14,gensim_topics_8,nouns_cv,nouns_adj_cv,sklearn_topics
1458640287650048,The people of Illnois are suffering the same problem with Prikzker. Hes a real ASSHOLE !,people illnois suffering problem prikzker hes real asshole,"['people', 'illnois', 'suffering', 'problem', 'prikzker', 'hes', 'real', 'asshole']","['people', 'problem', 'prikzker', 'hes', 'asshole']","['people', 'problem', 'prikzker', 'hes', 'real', 'asshole']",10,4,people problem prikzker hes asshole,people problem prikzker hes real asshole,1
1458640287650048,What ?! Hope there’s plenty of funds for everyone to pay their bills until then from the Michigan treasury or Federal Treasury. ,hope plenty funds everyone pay bills michigan treasury federal treasury,"['hope', 'plenty', 'funds', 'everyone', 'pay', 'bills', 'michigan', 'treasury', 'federal', 'treasury']","['hope', 'plenty', 'funds', 'everyone', 'pay', 'bills', 'treasury']","['hope', 'plenty', 'funds', 'everyone', 'pay', 'bills', 'michigan', 'federal', 'treasury']",9,6,hope plenty funds everyone pay bills treasury,hope plenty funds everyone pay bills michigan federal treasury,3
1458640287650048,WOW! Just freaking WOW! I guess there aren't many 'NADS up there.,wow freaking wow guess many nads,"['wow', 'freaking', 'wow', 'guess', 'many', 'nads']","['wow', 'guess', 'nads']","['wow', 'wow', 'guess', 'many', 'nads']",3,3,wow guess nads,wow wow guess many nads,1
1458640287650048,What a whack job,whack job,"['whack', 'job']","['whack', 'job']","['whack', 'job']",4,2,whack job,whack job,0
1458640287650048,I guess she don't want to get re elected! ,guess want get elected,"['guess', 'want', 'get', 'elected']","['guess', 'get']","['guess', 'get']",7,3,guess get,guess get,3
1458640287650048,Ralph Bass The sad thing is she probably WILL get re-elected. ,ralph bass sad thing probably get elected,"['ralph', 'bass', 'sad', 'thing', 'probably', 'get', 'elected']","['ralph', 'bass', 'thing']","['ralph', 'bass', 'sad', 'thing']",10,7,ralph bass thing,ralph bass sad thing,0
1458640287650048,WHAT A BITCH. Open your eyes VOTERS ,bitch open eyes voters,"['bitch', 'open', 'eyes', 'voters']","['bitch', 'eyes', 'voters']","['bitch', 'open', 'eyes', 'voters']",8,5,bitch eyes voters,bitch open eyes voters,4
1458640287650048,Power crazy,power crazy,"['power', 'crazy']","['power', 'crazy']","['power', 'crazy']",5,5,power crazy,power crazy,1
1458640287650048,Follow the money. Someone is paying.,follow money someone paying,"['follow', 'money', 'someone', 'paying']","['money', 'someone']","['money', 'someone']",9,3,money someone,money someone,3
1458640287650048,Everyone needs to just carry on with their business. They don’t have enough law enforcement or jails for everyone. They will have no choice but to lift the unconstitutional ordering of people to stay at home. ,everyone needs carry business enough law enforcement jails everyone choice lift unconstitutional ordering people stay home,"['everyone', 'needs', 'carry', 'business', 'enough', 'law', 'enforcement', 'jails', 'everyone', 'choice', 'lift', 'unconstitutional', 'ordering', 'people', 'stay', 'home']","['everyone', 'business', 'law', 'enforcement', 'everyone', 'choice', 'ordering', 'people', 'home']","['everyone', 'carry', 'business', 'enough', 'law', 'enforcement', 'everyone', 'choice', 'unconstitutional', 'ordering', 'people', 'home']",4,0,everyone business law enforcement everyone choice ordering people home,everyone carry business enough law enforcement everyone choice unconstitutional ordering people home,3
1458640287650048,What is her reason?,reason,['reason'],['reason'],['reason'],3,4,reason,reason,1
1458640287650048,control,control,['control'],['control'],['control'],11,0,control,control,1
1458640287650048,Hates Trump.,hates trump,"['hates', 'trump']",['hates'],['hates'],11,1,hates,hates,1
1458640287650048,She is such a nut job she's right up there with my abnoxious Governor-- Gruesome Newsome,nut job right abnoxious governor gruesome newsome,"['nut', 'job', 'right', 'abnoxious', 'governor', 'gruesome', 'newsome']","['job', 'governor', 'gruesome', 'newsome']","['nut', 'job', 'abnoxious', 'governor', 'gruesome', 'newsome']",1,0,job governor gruesome newsome,nut job abnoxious governor gruesome newsome,3
1458640287650048,"She does realize that her political career is over, no?",realize political career,"['realize', 'political', 'career']",['career'],"['political', 'career']",7,7,career,political career,1
1458640287650048,"Mike the sad part is, that so many young voters are fresh out of indoctrination camps (school) and will still vote for this crap",mike sad part many young voters fresh indoctrination camps school still vote crap,"['mike', 'sad', 'part', 'many', 'young', 'voters', 'fresh', 'indoctrination', 'camps', 'school', 'still', 'vote', 'crap']","['mike', 'part', 'voters', 'indoctrination', 'camps', 'school', 'crap']","['mike', 'sad', 'part', 'many', 'young', 'voters', 'fresh', 'indoctrination', 'camps', 'school', 'crap']",3,1,mike part voters indoctrination camps school crap,mike sad part many young voters fresh indoctrination camps school crap,4
1458640287650048,Mike I’m pretty sure every governor that told their people to stay home is at the end of their political career,mike pretty sure every governor told people stay home end political career,"['mike', 'pretty', 'sure', 'every', 'governor', 'told', 'people', 'stay', 'home', 'end', 'political', 'career']","['mike', 'governor', 'people', 'end', 'career']","['mike', 'sure', 'governor', 'people', 'home', 'end', 'political', 'career']",3,7,mike governor people end career,mike sure governor people home end political career,4
1458640287650048,She is not smart enough to figure that out,smart enough figure,"['smart', 'enough', 'figure']",['figure'],"['smart', 'enough', 'figure']",9,1,figure,smart enough figure,3
1458640287650048,She needs to be dragged through the streets like the criminal she is,needs dragged streets like criminal,"['needs', 'dragged', 'streets', 'like', 'criminal']","['needs', 'streets']","['needs', 'streets', 'criminal']",1,1,needs streets,needs streets criminal,4
1458640287650048,Look at the grin on Cruela's face!,look grin cruela face,"['look', 'grin', 'cruela', 'face']","['look', 'grin', 'cruela', 'face']","['look', 'grin', 'cruela', 'face']",0,0,look grin cruela face,look grin cruela face,4
1458640287650048,Wtf ,wtf,['wtf'],['wtf'],['wtf'],1,2,wtf,wtf,0
1458640287650048,Remember the Matrix? Well we know what’s inside of some people...alien monsters! We need the Men in Black!! Stat!!,remember matrix well know inside people alien monsters need men black stat,"['remember', 'matrix', 'well', 'know', 'inside', 'people', 'alien', 'monsters', 'need', 'men', 'black', 'stat']","['matrix', 'people', 'monsters', 'men', 'stat']","['matrix', 'people', 'alien', 'monsters', 'men', 'black', 'stat']",9,6,matrix people monsters men stat,matrix people alien monsters men black stat,2
1458640287650048,Debbie Collins-Long big time,debbie collins long big time,"['debbie', 'collins', 'long', 'big', 'time']","['debbie', 'collins', 'time']","['debbie', 'collins', 'big', 'time']",10,7,debbie collins time,debbie collins big time,1
1458640287650048,She's getting a thrill by being a tyrant.,getting thrill tyrant,"['getting', 'thrill', 'tyrant']","['thrill', 'tyrant']","['thrill', 'tyrant']",0,0,thrill tyrant,thrill tyrant,1
1458640287650048,These people will continue to extend the stay-at-home order until you stand up and fight back till then consider yourself prisoners in your own home how does it feel to be locked up in your own house by people that have no right to lock you up in the f… See More,people continue extend stay home order stand fight back till consider prisoners home feel locked house people right lock f see,"['people', 'continue', 'extend', 'stay', 'home', 'order', 'stand', 'fight', 'back', 'till', 'consider', 'prisoners', 'home', 'feel', 'locked', 'house', 'people', 'right', 'lock', 'f', 'see']","['people', 'home', 'order', 'stand', 'consider', 'prisoners', 'feel', 'house', 'people', 'lock', 'f']","['people', 'home', 'order', 'stand', 'till', 'consider', 'prisoners', 'feel', 'house', 'people', 'right', 'lock', 'f']",6,4,people home order stand consider prisoners feel house people lock f,people home order stand till consider prisoners feel house people right lock f,2
1458640287650048,No way!,way,['way'],['way'],['way'],12,3,way,way,4
1458640287650048,Stupid sheep  ,stupid sheep,"['stupid', 'sheep']",['sheep'],"['stupid', 'sheep']",1,1,sheep,stupid sheep,0
1458640287650048,"Voters should make HER stay at home all the time and vote the Witch out,!",voters make stay home time vote witch,"['voters', 'make', 'stay', 'home', 'time', 'vote', 'witch']","['voters', 'home', 'time', 'vote', 'witch']","['voters', 'home', 'time', 'vote', 'witch']",10,5,voters home time vote witch,voters home time vote witch,4
1458640287650048,Citizens of Michigan should storm their capital.,citizens michigan storm capital,"['citizens', 'michigan', 'storm', 'capital']","['citizens', 'capital']","['citizens', 'michigan', 'storm', 'capital']",13,1,citizens capital,citizens michigan storm capital,4
1458640287650048,Michigan ... rise up!!!!!because nothing will change between now and June 12th!,michigan rise nothing change june th,"['michigan', 'rise', 'nothing', 'change', 'june', 'th']","['michigan', 'nothing', 'change', 'june', 'th']","['michigan', 'nothing', 'change', 'june', 'th']",6,6,michigan nothing change june th,michigan nothing change june th,0
1458640287650048,Drain the swamp,drain swamp,"['drain', 'swamp']","['drain', 'swamp']","['drain', 'swamp']",12,7,drain swamp,drain swamp,1
1458640287650048,"Another Soros paid Leftist attempting to ruin the country's economy. She should be placed in restraints and tried for draining funds from the citizens of her state, and usurpation of her authority!",another soros paid leftist attempting ruin country economy placed restraints tried draining funds citizens state usurpation authority,"['another', 'soros', 'paid', 'leftist', 'attempting', 'ruin', 'country', 'economy', 'placed', 'restraints', 'tried', 'draining', 'funds', 'citizens', 'state', 'usurpation', 'authority']","['soros', 'country', 'economy', 'restraints', 'funds', 'citizens', 'state', 'usurpation', 'authority']","['soros', 'leftist', 'ruin', 'country', 'economy', 'restraints', 'funds', 'citizens', 'state', 'usurpation', 'authority']",8,4,soros country economy restraints funds citizens state usurpation authority,soros leftist ruin country economy restraints funds citizens state usurpation authority,1
1458640287650048,Gary Krona her and all these Democratic Governor’s -like the one we have here in Pa too!,gary krona democratic governor like one pa,"['gary', 'krona', 'democratic', 'governor', 'like', 'one', 'pa']","['krona', 'governor', 'pa']","['gary', 'krona', 'democratic', 'governor', 'pa']",1,5,krona governor pa,gary krona democratic governor pa,3
1458640287650048,Janet Mazzarini New Mexico gov horrible to.  ,janet mazzarini new mexico gov horrible,"['janet', 'mazzarini', 'new', 'mexico', 'gov', 'horrible']","['janet', 'mexico', 'gov']","['janet', 'new', 'mexico', 'gov', 'horrible']",1,1,janet mexico gov,janet new mexico gov horrible,3
1458640287650048,Still trying to understand why her approval rating is so high. ,still trying understand approval rating high,"['still', 'trying', 'understand', 'approval', 'rating', 'high']","['approval', 'rating']","['understand', 'approval', 'rating', 'high']",0,0,approval rating,understand approval rating high,0
1458640287650048,Lynn Fiedler fake news?,lynn fiedler fake news,"['lynn', 'fiedler', 'fake', 'news']","['fiedler', 'news']","['lynn', 'fiedler', 'fake', 'news']",2,2,fiedler news,lynn fiedler fake news,3
1458640287650048,Lynn huh-hu and Hillary was 15 points ahead lol,lynn huh hu hillary points ahead lol,"['lynn', 'huh', 'hu', 'hillary', 'points', 'ahead', 'lol']","['lynn', 'huh', 'hu', 'points']","['lynn', 'huh', 'hu', 'hillary', 'points']",10,5,lynn huh hu points,lynn huh hu hillary points,0
1458640287650048,"She is so stupid and blind, she can’t see the damage she is doing to her state.",stupid blind see damage state,"['stupid', 'blind', 'see', 'damage', 'state']","['blind', 'see', 'damage', 'state']","['stupid', 'blind', 'see', 'damage', 'state']",8,0,blind see damage state,stupid blind see damage state,3
1458640287650048,So did IL Duce.,il duce,"['il', 'duce']","['il', 'duce']","['il', 'duce']",0,5,il duce,il duce,2
1458640287650048,What a fucking retard,fucking retard,"['fucking', 'retard']",['retard'],['retard'],5,4,retard,retard,1
1458640287650048,Unbelievable!,unbelievable,['unbelievable'],[],['unbelievable'],0,0,,unbelievable,1
1458640287650048,This is one messed up woman ,one messed woman,"['one', 'messed', 'woman']",['woman'],['woman'],7,7,woman,woman,0
1458640287650048,Prob 2021,prob,['prob'],['prob'],['prob'],5,1,prob,prob,1
1458640287650048,A shame someone cant take one for the team?,shame someone cant take one team,"['shame', 'someone', 'cant', 'take', 'one', 'team']","['shame', 'someone', 'team']","['shame', 'someone', 'cant', 'team']",3,7,shame someone team,shame someone cant team,1
1458640287650048,Omg!  Trump needs to step in!  She is a mad woman!,omg trump needs step mad woman,"['omg', 'trump', 'needs', 'step', 'mad', 'woman']","['trump', 'needs', 'step', 'woman']","['omg', 'trump', 'needs', 'step', 'mad', 'woman']",10,1,trump needs step woman,omg trump needs step mad woman,0
1458640287650048,"If everyone just went to work what would they do?   People like Soros paid thousands to storm our borders and what happens to them, very little.",everyone went work would people like soros paid thousands storm borders happens little,"['everyone', 'went', 'work', 'would', 'people', 'like', 'soros', 'paid', 'thousands', 'storm', 'borders', 'happens', 'little']","['everyone', 'work', 'people', 'soros', 'thousands', 'borders']","['everyone', 'work', 'people', 'soros', 'thousands', 'storm', 'borders', 'little']",4,4,everyone work people soros thousands borders,everyone work people soros thousands storm borders little,4
1458640287650048,"She might as well stop sucking up to joe bigot (aka joe biden) after he made that extreme  racist comment about if black voters don't vote for him , "" You aint black."" He will  definitely select Stacey ""I am the governor of Georgia"" Abrams or Kamala ""I… See More",might well stop sucking joe bigot aka joe biden made extreme racist comment black voters vote aint black definitely select stacey governor georgia abrams kamala see,"['might', 'well', 'stop', 'sucking', 'joe', 'bigot', 'aka', 'joe', 'biden', 'made', 'extreme', 'racist', 'comment', 'black', 'voters', 'vote', 'aint', 'black', 'definitely', 'select', 'stacey', 'governor', 'georgia', 'abrams', 'kamala', 'see']","['bigot', 'aka', 'joe', 'biden', 'comment', 'voters', 'stacey', 'abrams']","['joe', 'bigot', 'aka', 'joe', 'biden', 'extreme', 'racist', 'comment', 'black', 'voters', 'aint', 'black', 'select', 'stacey', 'georgia', 'abrams']",7,7,bigot aka joe biden comment voters stacey abrams,joe bigot aka joe biden extreme racist comment black voters aint black select stacey georgia abrams,4
1458640287650048,"Stand up to this crazy person! Take your state back, then vote her OUT!!",stand crazy person take state back vote,"['stand', 'crazy', 'person', 'take', 'state', 'back', 'vote']","['stand', 'person', 'state', 'vote']","['stand', 'crazy', 'person', 'state', 'vote']",0,5,stand person state vote,stand crazy person state vote,1
1458640287650048,And what is the tyrant doing for the people in her State who had to evacuate from the dams breaking? Or is she only capable of concentrating on a stay-at-home order and nothing else?,tyrant people state evacuate dams breaking capable concentrating stay home order nothing else,"['tyrant', 'people', 'state', 'evacuate', 'dams', 'breaking', 'capable', 'concentrating', 'stay', 'home', 'order', 'nothing', 'else']","['people', 'state', 'dams', 'stay', 'home', 'order', 'nothing']","['tyrant', 'people', 'state', 'evacuate', 'dams', 'capable', 'stay', 'home', 'order', 'nothing']",10,0,people state dams stay home order nothing,tyrant people state evacuate dams capable stay home order nothing,2
1458640287650048,Elizabeth Liz McGrath-Scott a stay at home order where many no longer have a home. ,elizabeth liz mcgrath scott stay home order many longer home,"['elizabeth', 'liz', 'mcgrath', 'scott', 'stay', 'home', 'order', 'many', 'longer', 'home']","['mcgrath', 'scott', 'stay', 'home', 'order', 'home']","['liz', 'mcgrath', 'scott', 'stay', 'home', 'order', 'many', 'longer', 'home']",10,0,mcgrath scott stay home order home,liz mcgrath scott stay home order many longer home,2
1458640287650048,This lady is such a whack job. Waiting for this same B.S. to happen here in CA.,lady whack job waiting b happen ca,"['lady', 'whack', 'job', 'waiting', 'b', 'happen', 'ca']","['whack', 'job', 'b', 'happen']","['lady', 'whack', 'job', 'b', 'happen']",2,2,whack job b happen,lady whack job b happen,1
1458640287650048,Steven Moll isn't LA shutdown till there's a cure?,steven moll la shutdown till cure,"['steven', 'moll', 'la', 'shutdown', 'till', 'cure']","['moll', 'la', 'cure']","['moll', 'la', 'till', 'cure']",7,6,moll la cure,moll la till cure,4
1458640287650048,She’s head over heels in love with her power Most communist types are ,head heels love power communist types,"['head', 'heels', 'love', 'power', 'communist', 'types']","['head', 'heels', 'power', 'communist', 'types']","['head', 'heels', 'power', 'communist', 'types']",12,2,head heels power communist types,head heels power communist types,0
1458640287650048,This woman is despicable.,woman despicable,"['woman', 'despicable']",['woman'],"['woman', 'despicable']",7,7,woman,woman despicable,3
1458640287650048,What a rat!,rat,['rat'],['rat'],['rat'],0,2,rat,rat,0
1458640287650048,"She and other Dem leaders simply don't care about you.  This isn't about a virus.  You can tell when the restrictions aren't based on any scientific logic.  Shopping in a crowded Walmart or flying in a packed jetliner is allowed, but sitting on a patch… See More",dem leaders simply care virus tell restrictions based scientific logic shopping crowded walmart flying packed jetliner allowed sitting patch see,"['dem', 'leaders', 'simply', 'care', 'virus', 'tell', 'restrictions', 'based', 'scientific', 'logic', 'shopping', 'crowded', 'walmart', 'flying', 'packed', 'jetliner', 'allowed', 'sitting', 'patch', 'see']","['dem', 'leaders', 'virus', 'tell', 'restrictions', 'logic', 'shopping', 'walmart', 'jetliner', 'patch', 'see']","['dem', 'leaders', 'virus', 'tell', 'restrictions', 'scientific', 'logic', 'shopping', 'walmart', 'jetliner', 'patch', 'see']",4,5,dem leaders virus tell restrictions logic shopping walmart jetliner patch see,dem leaders virus tell restrictions scientific logic shopping walmart jetliner patch see,4
1458640287650048,Ass hole,ass hole,"['ass', 'hole']","['ass', 'hole']","['ass', 'hole']",5,4,ass hole,ass hole,1
1458640287650048,She kniws tge numbers are down. Are u sure shes not a man. Usually men want control,kniws tge numbers u sure shes man usually men want control,"['kniws', 'tge', 'numbers', 'u', 'sure', 'shes', 'man', 'usually', 'men', 'want', 'control']","['kniws', 'tge', 'numbers', 'shes', 'man', 'men', 'control']","['kniws', 'tge', 'numbers', 'u', 'sure', 'shes', 'man', 'men', 'control']",1,6,kniws tge numbers shes man men control,kniws tge numbers u sure shes man men control,1
1458640287650048,"Belinda Culbertson wanting power has nothing to do with gender.   Look at Hillary, Kamala, Stacy Abrams, Klobachar, Pelosi, etc. Power tripping comes in all types.",belinda culbertson wanting power nothing gender look hillary kamala stacy abrams klobachar pelosi etc power tripping comes types,"['belinda', 'culbertson', 'wanting', 'power', 'nothing', 'gender', 'look', 'hillary', 'kamala', 'stacy', 'abrams', 'klobachar', 'pelosi', 'etc', 'power', 'tripping', 'comes', 'types']","['belinda', 'culbertson', 'power', 'nothing', 'gender', 'look', 'kamala', 'stacy', 'pelosi', 'power', 'types']","['belinda', 'culbertson', 'power', 'nothing', 'gender', 'look', 'hillary', 'kamala', 'stacy', 'pelosi', 'power', 'types']",5,0,belinda culbertson power nothing gender look kamala stacy pelosi power types,belinda culbertson power nothing gender look hillary kamala stacy pelosi power types,4
1458640287650048,WELL ALL I GOT TO SAY IS IF ENOUGH OF YOU GOT A BACKBONE AND SAID FUCK THIS YOU STILL HAVE RIGHTS YOU KNOW,well got say enough got backbone said fuck still rights know,"['well', 'got', 'say', 'enough', 'got', 'backbone', 'said', 'fuck', 'still', 'rights', 'know']","['got', 'backbone', 'fuck', 'rights']","['got', 'enough', 'backbone', 'fuck', 'rights']",8,4,got backbone fuck rights,got enough backbone fuck rights,2
1458640287650048,Carolyn ,carolyn,['carolyn'],['carolyn'],['carolyn'],0,1,carolyn,carolyn,2
1458640287650048,That bitch is a power hungry monster. She'd kill all of her constituants for more power. Doesn't care about them in the least.,bitch power hungry monster kill constituants power care least,"['bitch', 'power', 'hungry', 'monster', 'kill', 'constituants', 'power', 'care', 'least']","['bitch', 'power', 'monster', 'kill', 'constituants', 'power', 'care']","['bitch', 'power', 'hungry', 'monster', 'kill', 'constituants', 'power', 'care', 'least']",8,5,bitch power monster kill constituants power care,bitch power hungry monster kill constituants power care least,4
1458640287650048,Beau ,beau,['beau'],['beau'],['beau'],6,6,beau,beau,2
1458640287650048,She’s never going to give up on this power trip.,never going give power trip,"['never', 'going', 'give', 'power', 'trip']","['power', 'trip']","['give', 'power', 'trip']",5,5,power trip,give power trip,1
1458640287650048,Kevin Shannon just do what you want !! That’s what we are doing here in Oregon ! ,kevin shannon want oregon,"['kevin', 'shannon', 'want', 'oregon']","['kevin', 'oregon']","['kevin', 'oregon']",13,2,kevin oregon,kevin oregon,3
1458640287650048, HOPE THEY VOTE YOU OUT ,hope vote,"['hope', 'vote']","['hope', 'vote']","['hope', 'vote']",0,5,hope vote,hope vote,4
1458640287650048,She is pathetic!!!,pathetic,['pathetic'],[],['pathetic'],0,0,,pathetic,1
1458640287650048,"PER WEBSTER'S                    bitch n.1.  A female canine animal, especially a dog.… See More",per webster bitch n female canine animal especially dog see,"['per', 'webster', 'bitch', 'n', 'female', 'canine', 'animal', 'especially', 'dog', 'see']","['webster', 'bitch', 'canine', 'animal', 'see']","['webster', 'bitch', 'female', 'canine', 'animal', 'dog', 'see']",8,4,webster bitch canine animal see,webster bitch female canine animal dog see,0
1458640287650048,She’s drunk with power. How come only Democrat governors are the ones holding their states up?,drunk power come democrat governors ones holding states,"['drunk', 'power', 'come', 'democrat', 'governors', 'ones', 'holding', 'states']","['drunk', 'power', 'democrat', 'governors', 'ones', 'states']","['drunk', 'power', 'democrat', 'governors', 'ones', 'states']",5,5,drunk power democrat governors ones states,drunk power democrat governors ones states,1
1458640287650048,It’s about control. It has shit to do with a virus.  ,control shit virus,"['control', 'shit', 'virus']","['control', 'virus']","['control', 'virus']",10,0,control virus,control virus,4
1458640287650048,Chris Howell they are trying their best to make the economy crash as close to the election as possible so it will effect it.,chris howell trying best make economy crash close election possible effect,"['chris', 'howell', 'trying', 'best', 'make', 'economy', 'crash', 'close', 'election', 'possible', 'effect']","['chris', 'howell', 'economy', 'crash', 'election', 'effect']","['chris', 'howell', 'best', 'economy', 'crash', 'close', 'election', 'possible', 'effect']",9,6,chris howell economy crash election effect,chris howell best economy crash close election possible effect,4
1458640287650048,Michigan needs to monitor voter fraud. She obviously thinks she's untouchable. #voteHerOut deep six the deep state #NoMercy Trump 2020,michigan needs monitor voter fraud obviously thinks untouchable voteherout deep six deep state nomercy trump,"['michigan', 'needs', 'monitor', 'voter', 'fraud', 'obviously', 'thinks', 'untouchable', 'voteherout', 'deep', 'six', 'deep', 'state', 'nomercy', 'trump']","['michigan', 'voter', 'fraud', 'voteherout', 'state', 'nomercy', 'trump']","['michigan', 'monitor', 'voter', 'fraud', 'untouchable', 'voteherout', 'deep', 'deep', 'state', 'nomercy', 'trump']",10,7,michigan voter fraud voteherout state nomercy trump,michigan monitor voter fraud untouchable voteherout deep deep state nomercy trump,1
1458640287650048,Fuck her u go out all the time..,fuck u go time,"['fuck', 'u', 'go', 'time']","['fuck', 'time']","['fuck', 'u', 'time']",10,4,fuck time,fuck u time,4
1458640287650048,"What is wrong with this woman? Seriously! “Pure Michigan”, such a beautiful state for summer vacations! What a horrible person she is! These democrat governors must be stopped. They are abusing their power! ",wrong woman seriously pure michigan beautiful state summer vacations horrible person democrat governors must stopped abusing power,"['wrong', 'woman', 'seriously', 'pure', 'michigan', 'beautiful', 'state', 'summer', 'vacations', 'horrible', 'person', 'democrat', 'governors', 'must', 'stopped', 'abusing', 'power']","['woman', 'michigan', 'state', 'summer', 'vacations', 'person', 'governors', 'power']","['wrong', 'woman', 'pure', 'michigan', 'beautiful', 'state', 'summer', 'vacations', 'horrible', 'person', 'democrat', 'governors', 'power']",5,0,woman michigan state summer vacations person governors power,wrong woman pure michigan beautiful state summer vacations horrible person democrat governors power,1
1458640287650048,https://www.youtube.com/watch?v=m4SIGhsbM6E&feature=share&fbclid=IwAR23AAKIydErtVY2Vv56n-SnfSXxUud2g1UvqyF6q9lCOYqt775OH1QAEq4,https www youtube com watch v sighsbm e feature share fbclid iwar aakiydertvy vv n snfsxxuud g uvqyf q lcoyqt oh qaeq,"['https', 'www', 'youtube', 'com', 'watch', 'v', 'sighsbm', 'e', 'feature', 'share', 'fbclid', 'iwar', 'aakiydertvy', 'vv', 'n', 'snfsxxuud', 'g', 'uvqyf', 'q', 'lcoyqt', 'oh', 'qaeq']","['https', 'www', 'youtube', 'com', 'watch', 'v', 'sighsbm', 'e', 'feature', 'share', 'iwar', 'aakiydertvy', 'vv', 'snfsxxuud', 'g', 'q', 'lcoyqt', 'qaeq']","['https', 'www', 'youtube', 'com', 'watch', 'v', 'sighsbm', 'e', 'feature', 'share', 'fbclid', 'iwar', 'aakiydertvy', 'vv', 'n', 'snfsxxuud', 'g', 'uvqyf', 'q', 'lcoyqt', 'qaeq']",2,2,https www youtube com watch v sighsbm e feature share iwar aakiydertvy vv snfsxxuud g q lcoyqt qaeq,https www youtube com watch v sighsbm e feature share fbclid iwar aakiydertvy vv n snfsxxuud g uvqyf q lcoyqt qaeq,2
1458640287650048,Please tell me if you like her why you do!,please tell like,"['please', 'tell', 'like']",['tell'],['tell'],0,0,tell,tell,3
1458640287650048,Screw her and her commie edicts. This is the Second American Revolution and all tyrants and wanna-be dictators need to be REMOVED!                                                                                                            https://www.yo… See More,screw commie edicts second american revolution tyrants wanna dictators need removed https www yo see,"['screw', 'commie', 'edicts', 'second', 'american', 'revolution', 'tyrants', 'wanna', 'dictators', 'need', 'removed', 'https', 'www', 'yo', 'see']","['screw', 'commie', 'revolution', 'tyrants', 'dictators', 'www', 'yo']","['screw', 'commie', 'second', 'american', 'revolution', 'tyrants', 'dictators', 'https', 'www', 'yo']",11,7,screw commie revolution tyrants dictators www yo,screw commie second american revolution tyrants dictators https www yo,2
1458640287650048,You brought the Muslims there and made sanctuary cities for them!  Soo FUCK YOU!,brought muslims made sanctuary cities soo fuck,"['brought', 'muslims', 'made', 'sanctuary', 'cities', 'soo', 'fuck']","['brought', 'muslims', 'cities', 'fuck']","['brought', 'muslims', 'sanctuary', 'cities', 'fuck']",8,4,brought muslims cities fuck,brought muslims sanctuary cities fuck,0
1458640287650048,Well. Illinois will follow suit. ,well illinois follow suit,"['well', 'illinois', 'follow', 'suit']",['suit'],['suit'],0,0,suit,suit,4
1458640287650048,McBroom riding black witch,mcbroom riding black witch,"['mcbroom', 'riding', 'black', 'witch']","['mcbroom', 'witch']","['mcbroom', 'black', 'witch']",8,3,mcbroom witch,mcbroom black witch,2
1458640287650048,That Bitch is really on a power trip like our baboon governor wolf!,bitch really power trip like baboon governor wolf,"['bitch', 'really', 'power', 'trip', 'like', 'baboon', 'governor', 'wolf']","['bitch', 'power', 'trip', 'baboon', 'governor', 'wolf']","['bitch', 'power', 'trip', 'baboon', 'governor', 'wolf']",1,5,bitch power trip baboon governor wolf,bitch power trip baboon governor wolf,4
1458640287650048,Rhonda Williams Woah Rhonda. Easy does it. You cant claim the baboon governor. Our governor Cuomo already has that title. He has the closest resemblance to a cappuchin monkey that ever there was,rhonda williams woah rhonda easy cant claim baboon governor governor cuomo already title closest resemblance cappuchin monkey ever,"['rhonda', 'williams', 'woah', 'rhonda', 'easy', 'cant', 'claim', 'baboon', 'governor', 'governor', 'cuomo', 'already', 'title', 'closest', 'resemblance', 'cappuchin', 'monkey', 'ever']","['rhonda', 'williams', 'rhonda', 'claim', 'baboon', 'governor', 'governor', 'cuomo', 'resemblance', 'cappuchin', 'monkey']","['rhonda', 'williams', 'rhonda', 'easy', 'cant', 'claim', 'baboon', 'governor', 'governor', 'cuomo', 'title', 'closest', 'resemblance', 'cappuchin', 'monkey']",4,0,rhonda williams rhonda claim baboon governor governor cuomo resemblance cappuchin monkey,rhonda williams rhonda easy cant claim baboon governor governor cuomo title closest resemblance cappuchin monkey,4
1458640287650048,She's power hungry and not for the people Doug,power hungry people doug,"['power', 'hungry', 'people', 'doug']","['power', 'people']","['power', 'hungry', 'people']",5,5,power people,power hungry people,4
1458640287650048,What a travesty.,travesty,['travesty'],['travesty'],['travesty'],0,1,travesty,travesty,2
1458640287650048,This is what stupid looks like,stupid looks like,"['stupid', 'looks', 'like']",['looks'],"['stupid', 'looks']",8,2,looks,stupid looks,0
1458640287650048,She looks like Bruce Jenner to me ... alsoI really do not think she has the best intentions for the citizens of the her state ,looks like bruce jenner alsoi really think best intentions citizens state,"['looks', 'like', 'bruce', 'jenner', 'alsoi', 'really', 'think', 'best', 'intentions', 'citizens', 'state']","['looks', 'bruce', 'jenner', 'intentions', 'citizens', 'state']","['looks', 'bruce', 'jenner', 'best', 'intentions', 'citizens', 'state']",11,3,looks bruce jenner intentions citizens state,looks bruce jenner best intentions citizens state,2
